image_id,class_name,class_id,split
tractor_0000.png,tractor,0,val
tractor_0001.png,tractor,0,train
tractor_0002.png,tractor,0,train
tractor_0003.png,tractor,0,val
tractor_0004.png,tractor,0,train
tractor_0005.png,tractor,0,val
tractor_0006.png,tractor,0,train
tractor_0007.png,tractor,0,train
tractor_0008.png,tractor,0,val
tractor_0009.png,tractor,0,train
tractor_0010.png,tractor,0,val
tractor_0011.png,tractor,0,val
tractor_0012.png,tractor,0,train
tractor_0013.png,tractor,0,train
tractor_0014.png,tractor,0,train
tractor_0015.png,tractor,0,train
tractor_0016.png,tractor,0,train
tractor_0017.png,tractor,0,train
tractor_0018.png,tractor,0,train
tractor_0019.png,tractor,0,train
tractor_0020.png,tractor,0,train
tractor_0021.png,tractor,0,val
tractor_0022.png,tractor,0,train
tractor_0023.png,tractor,0,test
tractor_0024.png,tractor,0,train
tractor_0025.png,tractor,0,val
tractor_0026.png,tractor,0,val
tractor_0027.png,tractor,0,val
tractor_0028.png,tractor,0,train
tractor_0029.png,tractor,0,train
tractor_0030.png,tractor,0,train
tractor_0031.png,tractor,0,train
tractor_0032.png,tractor,0,train
tractor_0033.png,tractor,0,train
tractor_0034.png,tractor,0,train
tractor_0035.png,tractor,0,train
tractor_0036.png,tractor,0,val
tractor_0037.png,tractor,0,train
tractor_0038.png,tractor,0,val
tractor_0039.png,tractor,0,train
tractor_0040.png,tractor,0,test
tractor_0041.png,tractor,0,train
tractor_0042.png,tractor,0,val
tractor_0043.png,tractor,0,train
tractor_0044.png,tractor,0,train
tractor_0045.png,tractor,0,test
tractor_0046.png,tractor,0,train
tractor_0047.png,tractor,0,test
tractor_0048.png,tractor,0,train
tractor_0049.png,tractor,0,train
tractor_0050.png,tractor,0,train
tractor_0051.png,tractor,0,train
tractor_0052.png,tractor,0,val
tractor_0053.png,tractor,0,val
tractor_0054.png,tractor,0,train
tractor_0055.png,tractor,0,train
tractor_0056.png,tractor,0,test
tractor_0057.png,tractor,0,train
tractor_0058.png,tractor,0,train
tractor_0059.png,tractor,0,train
tractor_0060.png,tractor,0,train
tractor_0061.png,tractor,0,train
tractor_0062.png,tractor,0,train
tractor_0063.png,tractor,0,train
tractor_0064.png,tractor,0,val
tractor_0065.png,tractor,0,train
tractor_0066.png,tractor,0,train
tractor_0067.png,tractor,0,train
tractor_0068.png,tractor,0,train
tractor_0069.png,tractor,0,train
tractor_0070.png,tractor,0,train
tractor_0071.png,tractor,0,val
tractor_0072.png,tractor,0,test
tractor_0073.png,tractor,0,train
tractor_0074.png,tractor,0,test
tractor_0075.png,tractor,0,train
tractor_0076.png,tractor,0,train
tractor_0077.png,tractor,0,val
tractor_0078.png,tractor,0,train
tractor_0079.png,tractor,0,train
tractor_0080.png,tractor,0,val
tractor_0081.png,tractor,0,train
tractor_0082.png,tractor,0,train
tractor_0083.png,tractor,0,train
tractor_0084.png,tractor,0,train
tractor_0085.png,tractor,0,train
tractor_0086.png,tractor,0,val
tractor_0087.png,tractor,0,train
tractor_0088.png,tractor,0,train
tractor_0089.png,tractor,0,train
tractor_0090.png,tractor,0,train
tractor_0091.png,tractor,0,test
tractor_0092.png,tractor,0,train
tractor_0093.png,tractor,0,train
tractor_0094.png,tractor,0,train
tractor_0095.png,tractor,0,train
tractor_0096.png,tractor,0,train
tractor_0097.png,tractor,0,val
tractor_0098.png,tractor,0,val
tractor_0099.png,tractor,0,train
tractor_0100.png,tractor,0,train
tractor_0101.png,tractor,0,train
tractor_0102.png,tractor,0,train
tractor_0103.png,tractor,0,train
tractor_0104.png,tractor,0,train
tractor_0105.png,tractor,0,train
tractor_0106.png,tractor,0,val
tractor_0107.png,tractor,0,train
tractor_0108.png,tractor,0,train
tractor_0109.png,tractor,0,train
tractor_0110.png,tractor,0,train
tractor_0111.png,tractor,0,val
tractor_0112.png,tractor,0,train
tractor_0113.png,tractor,0,test
tractor_0114.png,tractor,0,train
tractor_0115.png,tractor,0,train
tractor_0116.png,tractor,0,val
tractor_0117.png,tractor,0,val
tractor_0118.png,tractor,0,train
tractor_0119.png,tractor,0,train
tractor_0120.png,tractor,0,train
tractor_0121.png,tractor,0,train
tractor_0122.png,tractor,0,train
tractor_0123.png,tractor,0,train
tractor_0124.png,tractor,0,train
tractor_0125.png,tractor,0,train
tractor_0126.png,tractor,0,train
tractor_0127.png,tractor,0,train
tractor_0128.png,tractor,0,val
tractor_0129.png,tractor,0,train
tractor_0130.png,tractor,0,train
tractor_0131.png,tractor,0,val
tractor_0132.png,tractor,0,train
tractor_0133.png,tractor,0,train
tractor_0134.png,tractor,0,train
tractor_0135.png,tractor,0,val
tractor_0136.png,tractor,0,val
tractor_0137.png,tractor,0,train
tractor_0138.png,tractor,0,train
tractor_0139.png,tractor,0,test
tractor_0140.png,tractor,0,train
tractor_0141.png,tractor,0,train
tractor_0142.png,tractor,0,train
tractor_0143.png,tractor,0,val
tractor_0144.png,tractor,0,train
tractor_0145.png,tractor,0,train
tractor_0146.png,tractor,0,train
tractor_0147.png,tractor,0,train
tractor_0148.png,tractor,0,train
tractor_0149.png,tractor,0,train
tractor_0150.png,tractor,0,val
tractor_0151.png,tractor,0,val
tractor_0152.png,tractor,0,train
tractor_0153.png,tractor,0,train
tractor_0154.png,tractor,0,train
tractor_0155.png,tractor,0,val
tractor_0156.png,tractor,0,train
tractor_0157.png,tractor,0,train
tractor_0158.png,tractor,0,val
tractor_0159.png,tractor,0,train
tractor_0160.png,tractor,0,train
tractor_0161.png,tractor,0,test
tractor_0162.png,tractor,0,train
tractor_0163.png,tractor,0,train
tractor_0164.png,tractor,0,train
tractor_0165.png,tractor,0,train
tractor_0166.png,tractor,0,train
tractor_0167.png,tractor,0,train
tractor_0168.png,tractor,0,train
tractor_0169.png,tractor,0,train
tractor_0170.png,tractor,0,test
tractor_0171.png,tractor,0,train
tractor_0172.png,tractor,0,train
tractor_0173.png,tractor,0,train
tractor_0174.png,tractor,0,train
tractor_0175.png,tractor,0,train
tractor_0176.png,tractor,0,train
tractor_0177.png,tractor,0,val
tractor_0178.png,tractor,0,val
tractor_0179.png,tractor,0,train
tractor_0180.png,tractor,0,train
tractor_0181.png,tractor,0,train
tractor_0182.png,tractor,0,train
tractor_0183.png,tractor,0,train
tractor_0184.png,tractor,0,val
tractor_0185.png,tractor,0,val
tractor_0186.png,tractor,0,train
tractor_0187.png,tractor,0,train
tractor_0188.png,tractor,0,train
tractor_0189.png,tractor,0,train
tractor_0190.png,tractor,0,train
tractor_0191.png,tractor,0,train
tractor_0192.png,tractor,0,val
tractor_0193.png,tractor,0,train
tractor_0194.png,tractor,0,train
tractor_0195.png,tractor,0,train
tractor_0196.png,tractor,0,val
tractor_0197.png,tractor,0,train
tractor_0198.png,tractor,0,train
tractor_0199.png,tractor,0,train
combine_0000.png,combine,1,val
combine_0001.png,combine,1,train
combine_0002.png,combine,1,val
combine_0003.png,combine,1,train
combine_0004.png,combine,1,val
combine_0005.png,combine,1,train
combine_0006.png,combine,1,train
combine_0007.png,combine,1,train
combine_0008.png,combine,1,val
combine_0009.png,combine,1,train
combine_0010.png,combine,1,test
combine_0011.png,combine,1,test
combine_0012.png,combine,1,train
combine_0013.png,combine,1,train
combine_0014.png,combine,1,train
combine_0015.png,combine,1,val
combine_0016.png,combine,1,train
combine_0017.png,combine,1,train
combine_0018.png,combine,1,val
combine_0019.png,combine,1,test
combine_0020.png,combine,1,test
combine_0021.png,combine,1,val
combine_0022.png,combine,1,train
combine_0023.png,combine,1,train
combine_0024.png,combine,1,val
combine_0025.png,combine,1,test
combine_0026.png,combine,1,train
combine_0027.png,combine,1,val
combine_0028.png,combine,1,train
combine_0029.png,combine,1,train
combine_0030.png,combine,1,train
combine_0031.png,combine,1,train
combine_0032.png,combine,1,val
combine_0033.png,combine,1,train
combine_0034.png,combine,1,train
combine_0035.png,combine,1,train
combine_0036.png,combine,1,val
combine_0037.png,combine,1,test
combine_0038.png,combine,1,train
combine_0039.png,combine,1,train
combine_0040.png,combine,1,train
combine_0041.png,combine,1,val
combine_0042.png,combine,1,train
combine_0043.png,combine,1,train
combine_0044.png,combine,1,test
combine_0045.png,combine,1,train
combine_0046.png,combine,1,test
combine_0047.png,combine,1,train
combine_0048.png,combine,1,train
combine_0049.png,combine,1,train
combine_0050.png,combine,1,train
combine_0051.png,combine,1,train
combine_0052.png,combine,1,train
combine_0053.png,combine,1,test
combine_0054.png,combine,1,val
combine_0055.png,combine,1,val
combine_0056.png,combine,1,train
combine_0057.png,combine,1,train
combine_0058.png,combine,1,val
combine_0059.png,combine,1,val
combine_0060.png,combine,1,val
combine_0061.png,combine,1,train
combine_0062.png,combine,1,val
combine_0063.png,combine,1,train
combine_0064.png,combine,1,val
combine_0065.png,combine,1,train
combine_0066.png,combine,1,val
combine_0067.png,combine,1,val
combine_0068.png,combine,1,train
combine_0069.png,combine,1,train
combine_0070.png,combine,1,test
combine_0071.png,combine,1,train
combine_0072.png,combine,1,train
combine_0073.png,combine,1,train
combine_0074.png,combine,1,train
combine_0075.png,combine,1,train
combine_0076.png,combine,1,train
combine_0077.png,combine,1,test
combine_0078.png,combine,1,train
combine_0079.png,combine,1,train
combine_0080.png,combine,1,train
combine_0081.png,combine,1,val
combine_0082.png,combine,1,train
combine_0083.png,combine,1,train
combine_0084.png,combine,1,train
combine_0085.png,combine,1,train
combine_0086.png,combine,1,train
combine_0087.png,combine,1,train
combine_0088.png,combine,1,train
combine_0089.png,combine,1,val
combine_0090.png,combine,1,val
combine_0091.png,combine,1,train
combine_0092.png,combine,1,val
combine_0093.png,combine,1,val
combine_0094.png,combine,1,train
combine_0095.png,combine,1,test
combine_0096.png,combine,1,train
combine_0097.png,combine,1,train
combine_0098.png,combine,1,train
combine_0099.png,combine,1,train
combine_0100.png,combine,1,train
combine_0101.png,combine,1,train
combine_0102.png,combine,1,train
combine_0103.png,combine,1,train
combine_0104.png,combine,1,train
combine_0105.png,combine,1,train
combine_0106.png,combine,1,train
combine_0107.png,combine,1,train
combine_0108.png,combine,1,train
combine_0109.png,combine,1,train
combine_0110.png,combine,1,test
combine_0111.png,combine,1,test
combine_0112.png,combine,1,test
combine_0113.png,combine,1,train
combine_0114.png,combine,1,train
combine_0115.png,combine,1,train
combine_0116.png,combine,1,train
combine_0117.png,combine,1,train
combine_0118.png,combine,1,train
combine_0119.png,combine,1,test
combine_0120.png,combine,1,val
combine_0121.png,combine,1,train
combine_0122.png,combine,1,train
combine_0123.png,combine,1,train
combine_0124.png,combine,1,train
combine_0125.png,combine,1,train
combine_0126.png,combine,1,train
combine_0127.png,combine,1,val
combine_0128.png,combine,1,train
combine_0129.png,combine,1,train
combine_0130.png,combine,1,train
combine_0131.png,combine,1,test
combine_0132.png,combine,1,val
combine_0133.png,combine,1,val
combine_0134.png,combine,1,train
combine_0135.png,combine,1,train
combine_0136.png,combine,1,val
combine_0137.png,combine,1,train
combine_0138.png,combine,1,train
combine_0139.png,combine,1,train
combine_0140.png,combine,1,train
combine_0141.png,combine,1,train
combine_0142.png,combine,1,train
combine_0143.png,combine,1,val
combine_0144.png,combine,1,train
combine_0145.png,combine,1,train
combine_0146.png,combine,1,train
combine_0147.png,combine,1,train
combine_0148.png,combine,1,train
combine_0149.png,combine,1,train
combine_0150.png,combine,1,train
combine_0151.png,combine,1,train
combine_0152.png,combine,1,val
combine_0153.png,combine,1,train
combine_0154.png,combine,1,val
combine_0155.png,combine,1,test
combine_0156.png,combine,1,train
combine_0157.png,combine,1,train
combine_0158.png,combine,1,val
combine_0159.png,combine,1,train
combine_0160.png,combine,1,train
combine_0161.png,combine,1,train
combine_0162.png,combine,1,train
combine_0163.png,combine,1,train
combine_0164.png,combine,1,train
combine_0165.png,combine,1,train
combine_0166.png,combine,1,train
combine_0167.png,combine,1,val
combine_0168.png,combine,1,train
combine_0169.png,combine,1,train
combine_0170.png,combine,1,train
combine_0171.png,combine,1,train
combine_0172.png,combine,1,val
combine_0173.png,combine,1,train
combine_0174.png,combine,1,train
combine_0175.png,combine,1,test
combine_0176.png,combine,1,val
combine_0177.png,combine,1,val
combine_0178.png,combine,1,train
combine_0179.png,combine,1,val
combine_0180.png,combine,1,train
combine_0181.png,combine,1,val
combine_0182.png,combine,1,val
combine_0183.png,combine,1,train
combine_0184.png,combine,1,train
combine_0185.png,combine,1,train
combine_0186.png,combine,1,val
combine_0187.png,combine,1,val
combine_0188.png,combine,1,train
combine_0189.png,combine,1,train
combine_0190.png,combine,1,train
combine_0191.png,combine,1,train
combine_0192.png,combine,1,train
combine_0193.png,combine,1,test
combine_0194.png,combine,1,train
combine_0195.png,combine,1,val
combine_0196.png,combine,1,test
combine_0197.png,combine,1,test
combine_0198.png,combine,1,train
combine_0199.png,combine,1,train
sprayer_0000.png,sprayer,2,train
sprayer_0001.png,sprayer,2,train
sprayer_0002.png,sprayer,2,train
sprayer_0003.png,sprayer,2,val
sprayer_0004.png,sprayer,2,train
sprayer_0005.png,sprayer,2,train
sprayer_0006.png,sprayer,2,val
